state,huc12,name,area_total_ha,area_cropland_ha,area_perennial_ha,pct_cropland,pct_perennial
AR,080202031609,Phillips Bayou-Saint Francis River,5914.3,2159.8,3138.8,36.5,53.1
AR,080202040806,Ditch Number Four-Buffalo Creek Ditch,16296.4,15530.3,24.4,95.3,0.1
AR,080202040807,Ditch Number 56,13439.1,12621.2,34.4,93.9,0.3
AR,080202040808,Ditch Number 1,8720.7,5159.8,3068.6,59.2,35.2
AR,080202040901,Ditch Number 36-Pemiscot Bayou,9958.9,7154.3,127.1,71.8,1.3
AR,080202040902,Ditch Number 21-Pemiscot Bayou,12701.0,11236.0,141.5,88.5,1.1
AR,080202040903,Ditch Number 13-Left Hand Chute of Little River,10928.2,10399.0,80.1,95.2,0.7
AR,080202040904,Ditch Number 12-Left Hand Chute of Little River,12088.2,11021.9,222.7,91.2,1.8
AR,080202050101,Mulligan Lateral,10798.5,8244.0,656.0,76.3,6.1
AR,080202050102,Raccoon Bayou,6207.4,5407.1,396.9,87.1,6.4
AR,080202050103,Claypool Reservoir-L'Anguille River,13646.3,10115.8,1720.7,74.1,12.6
AR,080202050104,McCracken Ditch,5674.9,3485.3,985.7,61.4,17.4
AR,080202050105,Powers Slough-L'Anguille River,8199.3,6966.0,872.7,85.0,10.6
AR,080202050201,Hydrick Creek-L'Anguille River,12057.4,8546.1,2288.1,70.9,19.0
AR,080202050203,Cooper Creek-L'Anguille River,4878.9,2181.2,1490.0,44.7,30.5
AR,080202050204,McFaran Branch-L'Anguille River,9040.9,6917.4,1314.5,76.5,14.5
AR,080202050205,Black Fork-L'Anguille River,7142.8,5983.3,929.0,83.8,13.0
AR,080202050301,Upper Brushy Creek Ditch,8789.9,7590.1,793.9,86.4,9.0
AR,080202050302,Middle Brushy Creek Ditch,12928.5,11773.4,674.2,91.1,5.2
AR,080202050303,Lower Brushy Creek Ditch,8896.6,7386.5,1142.0,83.0,12.8
AR,080202050401,Indian Creek,8512.6,5236.5,1305.7,61.5,15.3
AR,080202050402,Caney Creek-L'Anguille River,9032.4,5326.6,1813.2,59.0,20.1
AR,080202050403,Lick Creek-L'Anguille River,14329.7,8093.6,4299.0,56.5,30.0
AR,080202050404,Upper Second Creek,6022.2,4992.0,760.6,82.9,12.6
AR,080202050405,Headwater First Creek,13269.5,11911.6,753.2,89.8,5.7
AR,080202050406,Outlet First Creek,8791.7,5899.4,2435.9,67.1,27.7
AR,080202050407,Middle Second Creek,7543.9,6515.0,620.2,86.4,8.2
AR,080202050408,Lower Second Creek,5439.7,2906.2,2266.6,53.4,41.7
AR,080202050409,Big Telico Creek-L'Anguille River,5399.4,1951.9,2328.8,36.2,43.1
AR,080202050501,Cypress Creek-L'Anguille River,7224.7,5243.0,1629.7,72.6,22.6
AR,080202050502,Spybuck Creek-L'Anguille River,4777.8,2587.7,1332.5,54.2,27.9
AR,080202050503,Caney Creek,5993.2,3588.6,723.9,59.9,12.1
AR,080202050504,Coffee Creek-L'Anguille River,6041.9,4191.4,1353.6,69.4,22.4
AR,080202050505,Headwater Larkin Creek,9549.8,8015.3,1102.0,83.9,11.5
AR,080202050506,Outlet Larkin Creek,5876.2,4680.8,955.7,79.7,16.3
AR,080202050507,Candy Creek-L'Anguille River,9178.7,6446.2,2067.3,70.2,22.5
AR,080202050508,Threemile Slough-L'Anguille River,7496.1,3900.1,2280.1,52.0,30.4
AR,080203010303,Glade Creek,9502.3,4481.3,1968.1,47.2,20.7
AR,080203010304,Carson Slough-Bayou Des Arc,8491.9,2395.5,3215.3,28.2,37.9
AR,080203010305,Lindermans Lake-Bayou Des Arc,8329.5,5604.8,2198.7,67.3,26.4
AR,080203010306,White Oak Creek-Bayou Des Arc,14727.1,10459.4,2989.4,71.0,20.3
AR,080203010307,Lake Des Arc-Bayou Des Arc,8864.3,6616.8,1624.8,74.6,18.3
AR,080203010402,Brooks Branch-Wattensaw Bayou,11586.1,4246.5,3710.1,36.7,32.0
AR,080203010403,Faras Run,13683.1,9267.3,2473.3,67.7,18.1
AR,080203010404,Bane Creek-Wattensaw Bayou,7809.8,3109.1,2652.8,39.8,34.0
AR,080203010405,Hurricane Creek,8224.6,3367.7,3630.2,40.9,44.1
AR,080203010406,Barnes Creek-Wattensaw Bayou,9395.5,4256.2,3450.6,45.3,36.7
AR,080203010501,Headwaters Raft Creek,6291.8,3197.4,1793.6,50.8,28.5
AR,080203010502,Outlet Raft Creek,10885.5,8437.5,2058.2,77.5,18.9
AR,080203010503,Deep Bank Slough-White River,8874.1,3117.8,4454.3,35.1,50.2
AR,080203010504,Big Creek,5364.7,3931.8,853.7,73.3,15.9
AR,080203010505,Old River-White River,10670.9,4950.2,4007.2,46.4,37.6
AR,080203020102,Little Cache River Ditch,10577.5,5530.9,2316.8,52.3,21.9
AR,080203020106,Mill Creek-Cache River Ditch Number 1,8825.5,4358.0,3384.3,49.4,38.3
AR,080203020202,Big Gum Lateral-Cache River,11735.5,10522.3,795.6,89.7,6.8
AR,080203020203,Town of Evening Star-Cache River Ditch,5673.4,4574.2,854.6,80.6,15.1
AR,080203020205,Swan Pond Ditch,9722.2,7212.1,1782.9,74.2,18.3
AR,080203020206,Petersburg Ditch-Cache River,10128.2,8809.4,933.7,87.0,9.2
AR,080203020207,Beaver Dam Ditch,10015.5,9209.7,430.1,92.0,4.3
AR,080203020208,Kellow Ditch,6332.1,6071.2,20.6,95.9,0.3
AR,080203020209,Buffalo Head Slough-Cache River,9013.6,8145.2,533.8,90.4,5.9
AR,080203020301,Number 26 Ditch-Cache River,13422.2,8913.7,2703.3,66.4,20.1
AR,080203020302,Gum Slough Ditch,7367.2,5234.3,1137.9,71.0,15.4
AR,080203020303,West Cache River Ditch,4867.6,4465.3,184.1,91.7,3.8
AR,080203020304,Whaley Slough Ditch-Cache River,11144.1,9177.0,786.6,82.3,7.1
AR,080203020305,Willow Ditch,11370.5,10173.2,681.6,89.5,6.0
AR,080203020306,Podo Creek-Cache River,14511.1,13205.0,683.8,91.0,4.7
AR,080203020401,Skillet Ditch,7612.1,7108.0,210.5,93.4,2.8
AR,080203020402,Browns Creek Ditch-Cache River,10693.8,8168.5,1865.7,76.4,17.4
AR,080203020403,Cypress Creek Ditch,8999.8,8200.8,449.6,91.1,5.0
AR,080203020404,Overcup Slough-Cache River,12475.7,9760.9,2300.1,78.2,18.4
AR,080203020405,Overcup Ditch,9696.7,8649.4,695.5,89.2,7.2
AR,080203020406,Town of Gourd Neck-Cache River,9441.0,7384.0,1742.4,78.2,18.5
AR,080203020407,Town of Patterson-Cache River,8059.4,4855.0,2664.3,60.2,33.1
AR,080203020502,Lost Creek Ditch,15327.3,6385.7,2512.4,41.7,16.4
AR,080203020504,Whitsle Ditch-Big Creek Ditch,10426.6,8891.4,666.1,85.3,6.4
AR,080203020505,O K Lake-Bayou De View,7574.4,4791.0,2304.0,63.3,30.4
AR,080203020506,Lake Hogue-Bayou De View,6726.2,4540.1,1695.0,67.5,25.2
AR,080203020601,Flag Slough Ditch,8897.9,8022.8,525.3,90.2,5.9
AR,080203020602,Threemile Creek,4226.2,3896.5,186.1,92.2,4.4
AR,080203020603,Town of Waldenburg-Bayou De View,4935.2,4016.1,539.4,81.4,10.9
AR,080203020604,Town of Pittinger-Bayou De View,5954.3,5025.8,716.7,84.4,12.0
AR,080203020605,Cow Lake Ditch,8516.5,7858.5,276.7,92.3,3.2
AR,080203020606,May Branch Lateral,7024.9,6229.8,614.4,88.7,8.7
AR,080203020607,Old Channel Bayou De View-Bayou De View,10082.1,7729.6,1836.9,76.7,18.2
AR,080203020701,Possum Creek-Bayou De View,7599.7,5397.4,1832.0,71.0,24.1
AR,080203020702,Buffalo Creek,8739.6,6658.5,1820.9,76.2,20.8
AR,080203020703,Morrison Lake-Bayou De View,6183.7,4451.4,1457.2,72.0,23.6
AR,080203020704,Caney Creek,8203.0,6635.2,1160.9,80.9,14.2
AR,080203020705,Turkey Creek-Bayou De View,8254.3,5368.9,2496.3,65.0,30.2
AR,080203020706,Channey Slough-Bayou De View,14058.8,7374.1,5668.5,52.5,40.3
AR,080203020707,Gum Flat Bayou,6897.4,5229.1,1418.3,75.8,20.6
AR,080203020708,Robe Bayou-Bayou De View,7721.7,4622.5,2706.3,59.9,35.0
AR,080203020801,Miller Branch-Cache River,8853.0,5654.2,2905.9,63.9,32.8
AR,080203020802,Beard Lake-Cache River,7683.1,4607.8,2800.1,60.0,36.4
AR,080203020803,Cache Bayou,5725.7,4268.4,1276.6,74.5,22.3
AR,080203020804,Town of James Ferry-Cache River,7104.1,3527.7,3407.7,49.7,48.0
AR,080203020805,Bear Slough-Culotches Bay Slough,13868.2,12378.1,970.5,89.3,7.0
AR,080203020806,Culotches Bay Slough-Cache River,10190.6,7405.1,2422.0,72.7,23.8
AR,080203020807,Maloy Bayou-Cache River,10040.3,5379.1,4173.8,53.6,41.6
AR,080203020808,Reeses Fork-Cache River,10471.8,4493.2,5370.8,42.9,51.3
AR,080203030101,City of East Stuttgart-Little LaGrue Bayou,10376.2,8334.4,922.9,80.3,8.9
AR,080203030102,Wildcat Ditch-Little LaGrue Bayou,7650.9,5992.6,870.4,78.3,11.4
AR,080203030103,Hillman Pond-Little LaGrue Bayou,8712.7,6354.6,1573.5,72.9,18.1
AR,080203030104,Prices Branch-Little LaGrue Bayou,7584.1,4178.1,1813.8,55.1,23.9
AR,080203030201,South Branch La Grue Bayou-La Grue Bayou,6906.3,5240.8,1023.8,75.9,14.8
AR,080203030202,Hartz Reservoir-La Grue Bayou,17489.6,13450.7,2210.2,76.9,12.6
AR,080203030203,Lost Island Bayou-La Grue Bayou,9627.8,7274.2,1466.9,75.6,15.2
AR,080203030204,Sherril Creek-La Grue Bayou,9904.7,7605.0,1293.5,76.8,13.1
AR,080203030205,Daugherty Reservoir-La Grue Bayou,8458.2,5176.8,2821.3,61.2,33.4
AR,080203030206,Town of Emanuel-La Grue Bayou,9044.3,4147.0,3942.1,45.9,43.6
AR,080203030207,Caney Bayou-La Grue Bayou,7767.3,3206.9,4129.5,41.3,53.2
AR,080203030301,Point Deluce Bayou,6228.9,5108.8,846.3,82.0,13.6
AR,080203030302,Dismal Swamp-Cypress Bayou,6526.8,3143.2,3248.6,48.2,49.8
AR,080203030303,Ward Reservoir-Cypress Bayou,8505.4,5252.4,2860.3,61.8,33.6
AR,080203030401,Town of Preston Place-Long Lake Bayou,12253.9,8549.7,1871.3,69.8,15.3
AR,080203030402,Old Town Lake-Long Lake Bayou,7986.1,6230.4,864.6,78.0,10.8
AR,080203030403,Yellow Bank Bayou,10955.6,10051.2,188.5,91.7,1.7
AR,080203030404,Humphrey Slough,11756.2,11208.4,38.6,95.3,0.3
AR,080203030405,Sandy Slough,9613.2,8733.1,334.2,90.8,3.5
AR,080203030406,Little Island Bayou,7319.2,5524.1,1491.9,75.5,20.4
AR,080203030407,Upper Taylor Lake,8109.3,6438.9,1393.2,79.4,17.2
AR,080203030408,Little Bee Bayou,7757.7,6944.9,458.0,89.5,5.9
AR,080203030501,Honey Creek,7549.5,3559.2,2986.6,47.1,39.6
AR,080203030503,Knights Creek-Dial Creek,8319.9,6059.5,1923.4,72.8,23.1
AR,080203030504,Dial Creek-Walker Cypress Creek,11451.8,7914.4,2999.7,69.1,26.2
AR,080203030505,Mud Lake-Green Bayou,8452.5,2393.3,5348.0,28.3,63.3
AR,080203030508,Big Island Chute,6458.2,2524.8,3426.4,39.1,53.1
AR,080203030601,Big Creek,11183.7,7806.6,2617.2,69.8,23.4
AR,080203030602,Tarleton Creek,8672.3,6678.4,1497.4,77.0,17.3
AR,080203030701,Honey Locust Bayou,7412.5,3352.8,3769.0,45.2,50.8
AR,080203040101,East Flat Fork Creek-Flat Fork Creek,10183.5,8783.3,793.5,86.3,7.8
AR,080203040102,Maple Slough-Flat Fork Creek,8343.3,6397.0,1277.5,76.7,15.3
AR,080203040103,Hog Tusk Creek-Big Creek,10441.7,9118.9,764.7,87.3,7.3
AR,080203040104,Town of New Salem-Big Creek,12360.8,10646.0,1108.4,86.1,9.0
AR,080203040105,Town of Moro-Little Hog Tusk Creek,9366.5,7843.8,969.0,83.7,10.3
AR,080203040106,Lake Greenlee-Big Piney Creek,9064.9,6968.2,990.3,76.9,10.9
AR,080203040107,Big Piney Creek-Piney Creek,7615.1,5967.4,1081.5,78.4,14.2
AR,080203040108,Flat Fork Creek-Big Creek,6458.9,4860.7,1303.7,75.3,20.2
AR,080203040201,Spring Creek,9569.8,8294.7,721.4,86.7,7.5
AR,080203040202,Little Mossy Lake-Big Creek,9591.2,7445.9,1687.6,77.6,17.6
AR,080203040203,Town of Turkey Scratch,10502.0,8751.6,1315.8,83.3,12.5
AR,080203040204,Crooked Creek,6322.5,4715.0,1132.5,74.6,17.9
AR,080203040205,North Creek-Big Creek,6682.8,5293.8,1097.7,79.2,16.4
AR,080203040301,Town of Cypress Corner-Big Cypress Creek,11910.6,10629.4,538.6,89.2,4.5
AR,080203040302,Headwaters Lick Creek,11702.7,9245.4,1594.5,79.0,13.6
AR,080203040303,Outlet Lick Creek,9843.6,6842.9,1286.4,69.5,13.1
AR,080203040304,Hurricane Ditch,6109.8,5517.1,323.8,90.3,5.3
AR,080203040305,Beaver Bayou Ditch,8209.0,6286.2,955.3,76.6,11.6
AR,080203040306,Coffee Creek,7341.7,5991.2,961.5,81.6,13.1
AR,080203040307,Johnson Bayou Ditch-Big Creek,12740.9,10627.3,1438.4,83.4,11.3
AR,080203040401,Little Cypress Creek,11914.9,7962.8,3458.1,66.8,29.0
AR,080203040402,Riddell Landing Strip-Cypress Creek,7890.8,6513.9,844.2,82.6,10.7
AR,080203040403,Cypress Creek-Big Cypress Creek,11556.8,9222.9,1646.5,79.8,14.2
AR,080203040404,Persimmon Slash-Big Cypress Creek,7014.7,4463.0,2268.4,63.6,32.3
AR,080203040405,Givins Branch-Big Cypress Creek,7248.1,4744.6,2267.0,65.5,31.3
AR,080203040406,Prairie Cypress Creek,8991.6,5500.3,3194.8,61.2,35.5
AR,080203040407,Willow Lake-Big Creek,6353.0,3459.6,2601.1,54.5,40.9
AR,080204010101,Snow Brake-Indian Bayou,8691.8,6889.9,1135.4,79.3,13.1
AR,080204010102,Indian Bayou,9951.0,8817.7,525.6,88.6,5.3
AR,080204010103,Bakers Bayou-Indian Bayou,9183.9,7894.2,830.3,86.0,9.0
AR,080204010201,Caney Creek-Salt Bayou,11177.2,10019.3,697.7,89.6,6.2
AR,080204010202,Mile Branch-Salt Bayou Drainage Ditch,14251.2,12793.3,913.3,89.8,6.4
AR,080204010203,Bear Bayou-Salt Bayou Drainage Ditch,10623.5,7500.5,2702.9,70.6,25.4
AR,080204010301,Five Forks Bayou,10530.5,8500.5,1548.4,80.7,14.7
AR,080204010302,Wabbaseka Bayou-Indian Bayou,14629.4,12014.1,2070.8,82.1,14.2
AR,080204010303,Castor Bayou,8113.8,7011.1,832.3,86.4,10.3
AR,080204010304,Little Bayou Meto,15142.9,4984.4,9931.3,32.9,65.6
AR,080204010305,Flat Bayou,6952.8,6041.8,631.8,86.9,9.1
AR,080204010401,Huffs Island-Arkansas River,5242.1,2553.1,1177.0,48.7,22.5
AR,080204010402,Douglas Old River Lake-Arkansas River,11775.2,4029.3,3768.5,34.2,32.0
AR,080204010403,Little Post Bayou-Arkansas River,16133.3,6994.0,6280.5,43.4,38.9
AR,080204020106,Lone Cypress Brake-Bayou Meto,7400.8,3918.9,1542.2,53.0,20.8
AR,080204020107,080204020107-Bayou Meto,6603.8,3126.9,1243.6,47.3,18.8
AR,080204020203,Burris Branch-Bayou Two Prairie,8446.0,3047.0,1901.6,36.1,22.5
AR,080204020204,White Oak Branch-Bayou Two Prairie,10024.4,7026.6,1172.0,70.1,11.7
AR,080204020205,Skinners Branch-Bayou Two Prairie,12000.9,9481.2,1536.8,79.0,12.8
AR,080204020206,Outlet Bayou Two Prairie,10752.0,7352.4,2719.6,68.4,25.3
AR,080204020301,Polecat Slough-Bayou Meto,12895.6,9737.5,2359.4,75.5,18.3
AR,080204020302,Buffalo Slough-Bayou Meto,6345.6,4086.9,1772.3,64.4,27.9
AR,080204020303,Upper Crooked Creek,14556.2,11573.4,1666.1,79.5,11.4
AR,080204020304,Lower Crooked Creek,9102.2,7173.9,1361.2,78.8,15.0
AR,080204020305,Fish Slough-Bayou Meto,14894.6,8952.2,4435.2,60.1,29.8
AR,080204020306,King Bayou,10346.1,7694.3,1042.0,74.4,10.1
AR,080204020307,Benson Lake-Bayou Meto,8128.0,4502.8,3129.0,55.4,38.5
AR,080204020401,Kaney Bayou-Bayou Meto,7732.3,4398.9,2822.3,56.9,36.5
AR,080204020402,Rodgers Reservoir-Bayou Meto,5631.4,1936.8,3551.2,34.4,63.1
AR,080204020403,Upper Mill Bayou,9094.8,7569.9,520.6,83.2,5.7
AR,080204020404,Hurricane Bayou,7801.6,6412.9,740.1,82.2,9.5
AR,080204020405,Middle Mill Bayou,10988.3,7630.1,2593.8,69.4,23.6
AR,080204020406,Lower Mill Bayou,10089.1,7412.5,2076.8,73.5,20.6
AR,080204020407,Bills Bayou,5447.2,4259.6,813.4,78.2,14.9
AR,080204020408,Outlet Bayou Meto,11331.5,7588.4,3091.9,67.0,27.3
AR,080402050201,Headwaters Cousart Bayou,7730.3,4800.9,1343.9,62.1,17.4
AR,080402050202,Cousart Bayou-Little Cypress Bayou,11550.5,10224.0,809.4,88.5,7.0
AR,080402050203,Upper Deep Bayou,6631.2,4503.4,1810.9,67.9,27.3
AR,080402050204,Lower Deep Bayou,6870.9,6184.3,549.4,90.0,8.0
AR,080402050301,Steep Bank Creek-Bayou Bartholomew,5300.8,2265.1,2457.8,42.7,46.4
AR,080402050304,Flat Creek-Bayou Bartholomew,6629.6,2765.2,3140.0,41.7,47.4
AR,080402050402,Panther Creek-Ables Creek,13678.6,4375.7,8162.0,32.0,59.7
AR,080402050403,Village Creek-Bayou Bartholomew,11830.6,4052.5,6982.0,34.3,59.0
AR,080402050404,Mills Slough-Bayou Bartholomew,10046.0,7714.3,2095.1,76.8,20.9
AR,080402050405,Ables Creek-Bayou Bartholomew,9327.0,6025.3,2631.3,64.6,28.2
AR,080402050406,Fourmile Creek-Bayou Bartholomew,10630.6,5783.2,4304.6,54.4,40.5
AR,080402050508,Outlet Cutoff Creek,15114.9,4612.9,9886.1,30.5,65.4
AR,080402050509,Lake Wallace-Bayou Bartholomew,10943.8,7145.4,3265.8,65.3,29.8
AR,080402050702,Haley Creek,5668.6,2900.9,2462.8,51.2,43.4
AR,080402050801,Anothony Lake-Bayou Bartholomew,11258.8,7847.5,2943.5,69.7,26.1
AR,080402050803,Upper Overflow Creek,10699.2,4149.7,5830.1,38.8,54.5
AR,080500010101,Long Lake,9138.1,7999.0,714.0,87.5,7.8
AR,080500010102,Wagon Bayou,8068.0,7408.2,302.5,91.8,3.7
AR,080500010103,Kerch Canal,11184.6,10334.1,282.9,92.4,2.5
AR,080500010104,Cypress Creek Canal,11715.5,10612.4,240.7,90.6,2.1
AR,080500010201,Amos Bayou,12655.9,10870.4,741.5,85.9,5.9
AR,080500010202,Canal Number 18,16300.9,13350.5,1726.7,81.9,10.6
AR,080500010301,Black Pond Slough-Big Bayou,17086.9,14278.0,1182.2,83.6,6.9
AR,080500010302,Bear Bayou-Big Bayou,11079.7,9623.2,991.7,86.9,9.0
AR,080500010303,Wards Bayou-Big Bayou,15119.5,13643.5,548.2,90.2,3.6
AR,080500010401,Boef River Diversion Canal Number 1-Old Boeuf River,16426.7,13501.4,2377.5,82.2,14.5
AR,080500010402,Big Bayou-Boeuf River,16981.6,15287.5,1102.2,90.0,6.5
AR,080500010501,Hogpen Creek-Fleschmans Bayou,10540.7,9968.8,264.2,94.6,2.5
AR,080500010503,Fleschmans Bayou-Boeuf River,14574.5,12272.3,1394.5,84.2,9.6
AR,080500020101,Atkins Slough-Oak Log Bayou,11688.2,10297.5,825.4,88.1,7.1
AR,080500020102,Oak Log Bayou-Cypress Bayou,12157.2,10868.5,612.0,89.4,5.0
AR,080500020103,Red Fork Bayou,10168.2,8341.3,1172.7,82.0,11.5
AR,080500020104,Canal Number 81-Lake Isaacs,9558.1,8342.9,765.7,87.3,8.0
AR,080500020201,Canal Number 43,18551.5,15900.2,1898.7,85.7,10.2
AR,080500020202,Boggy Bayou,10582.6,8672.4,1227.1,81.9,11.6
